x,y
12.005027389526369,0
14.49799445271492,0
16.99815178513527,0
19.505364540964365,0
22.003256484121085,0
24.5079345703125,0
26.991355989966543,0
29.499058275204156,0
32.00340114897117,0
34.505570302158596,0
37.00345900654793,0
39.500060892105104,0
39.599999999999994,-2.4004381097038276
39.599999999999994,-4.900009747594595
39.6,-7.390557187551167
39.6,-9.900797026173677
39.6,-12.393030560750049
39.6,-14.906384382862598
39.6,-17.39986882221274
39.6,-19.90667709178524
39.6,-22.39889229718392
39.599999999999994,-24.90251528839144
39.60000000000001,-27.40100376639748
39.599999999999994,-29.897296839968476
39.599999999999994,-32.39750609461771
39.60000000000001,-34.89190517732641
39.6,-37.40891619696049
39.6,-39.904137436860765
39.6,-42.40816951683519
39.6,-44.895920364120684
39.6,-47.40005513854703
39.6,-49.89611077308655
39.6,-52.398326917864324
39.599999999999994,-54.90173666150076
39.6,-57.40137309261627
39.6,-59.89226929983124
39.6,-62.40773023080692
39.599999999999994,-64.90385417354992
39.6,-67.39419890084537
39.6,-69.89132183371112
39.6,-72.40633853075997
39.6,-74.89487291404657
39.6,-77.4021663659878
39.6,-79.8997480380931
39.6,-82.40934452647343
39.6,-84.89935143018374
39.6,-87.39972926383052
39.6,-89.90088152885437
39.6,-92.39989722282189
39.60000000000001,-94.90634840680286
39.6,-97.39295348670566
39.6,-99.90094085136661
39.6,-102.39719292713562
39.6,-104.89888925803825
38.19336733818054,-106
35.70413215756416,-106
33.1986328125,-106
30.69622968407348,-106
28.194737362582238,-106
25.69892658451572,-106
23.206080049742013,-106
20.694929460436107,-106
18.193978732824327,-106
15.693620134145021,-106
13.203684660047292,-106
12,-104.69801076874137
12,-102.19615126261488
12,-99.70627268281532
12,-97.19015517039225
12,-94.70636489009485
12,-92.19672739272937
12,-89.6987540285918
12,-87.2019598679035
12,-84.70866564655444
12,-82.19502261168236
12,-79.69562485668575
12,-77.19253772138472
12,-74.69830433512107
12,-72.20596088486491
12,-69.70616864127805
12,-67.20652815839276
12,-64.69512743238738
12,-62.197179725859314
12,-59.69960288371658
12,-57.20785154753685
12,-54.707745019346476
12,-52.20425021052506
12,-49.7023340324522
12,-47.20696339650749
12,-44.70390845131624
12,-42.19858142733574
12,-39.696633961517364
12,-37.20396164383419
12,-34.708364486694336
12,-32.1991940253065
12,-29.703126969689038
12,-27.19437862042105
12,-24.70180622299813
12,-22.204931472697353
12,-19.689366549253464
12,-17.207557015586644
12,-14.697074311021424
12,-12.19833868585556
12,-9.699579531348718
12,-7.202474627643824
12,-4.691459983587265
12,-2.1896293037571013
12.005027389526369,-122.80000000000003
14.49799445271492,-122.80000000000001
16.99815178513527,-122.80000000000001
19.505364540964365,-122.80000000000003
22.003256484121085,-122.80000000000001
24.5079345703125,-122.80000000000001
26.991355989966543,-122.80000000000001
29.499058275204156,-122.80000000000001
32.00340114897117,-122.80000000000001
34.505570302158596,-122.80000000000001
37.00345900654793,-122.80000000000001
39.500060892105104,-122.80000000000001
39.599999999999994,-125.19719238281249
39.60000000000001,-127.70192885026337
39.6,-130.19667763710024
39.6,-132.70647764876486
39.6,-135.19562736824156
39.6,-137.7099816501141
39.6,-140.2008832871914
39.60000000000001,-142.69563748240472
39.59497261047363,-145.2
37.10200554728508,-145.20000000000002
34.60184821486473,-145.20000000000002
32.094635459035636,-145.20000000000005
29.59674351587892,-145.20000000000002
27.0920654296875,-145.20000000000002
24.60864401003346,-145.20000000000005
22.10094172479585,-145.20000000000002
19.59659885102883,-145.20000000000002
17.094429697841406,-145.20000000000002
14.596540993452072,-145.20000000000002
12.099939107894897,-145.20000000000002
12,-142.80280761718754
12,-140.29807114973664
12,-137.8033223628998
12,-135.29352235123517
12,-132.8043726317585
12,-130.29001834988594
12,-127.79911671280861
12,-125.3043625175953
